# Model Metadata
# n_ctx: 131072
# n_predict: 20
# model_size_bytes: 799862912
# n_params: 1235814432
phase,token_index,tensor_name,op_type,time_ns,size_bytes,n_elements,papi_tot_cyc,papi_tot_ins,papi_l3_tcm,papi_l1_dcm
prefill,0,Kcur-10,MUL_MAT,30142,4096,1024,103542,245579,1558,3421
prefill,0,Kcur-10 (reshaped),RESHAPE,4085,4096,1024,1926,2682,1,109
prefill,0,Kcur-10,ROPE,6546,4096,1024,10795,12208,2,238
prefill,0,Kcur-10 (view),VIEW,4024,4096,1024,1681,2702,0,46
prefill,0,cache_k_l10 (view),SET_ROWS,4475,134217728,67108864,3362,3459,35,122
prefill,0,Vcur-10 (view),VIEW,3982,4096,1024,1689,2685,0,28
prefill,0,cache_v_l10 (view),SET_ROWS,4515,134217728,67108864,3604,3568,43,150
prefill,0,Qcur-10 (view),VIEW,4053,16384,4096,1865,2731,6,32
prefill,0,Qcur-10 (view) (permuted),PERMUTE,3931,16384,4096,1532,2711,2,16
prefill,0,cache_k_l10 (view),VIEW,3964,262144,131072,1589,2696,4,25
prefill,0,cache_k_l10 (view) (permuted),PERMUTE,4623,262144,131072,1518,2671,2,14
prefill,0,cache_v_l10 (view),VIEW,4410,262144,131072,1662,2672,0,28
prefill,0,cache_v_l10 (view) (permuted),PERMUTE,3976,262144,131072,1588,2751,8,21
prefill,0,__fattn__-10,FLASH_ATTN_EXT,21347,16384,4096,68588,138998,67,1359
prefill,0,kqv_out-10,RESHAPE,4042,16384,4096,1805,2691,0,96
prefill,0,attn_out-10,MUL_MAT,94711,16384,4096,361675,865036,6458,19258
prefill,0,ffn_inp-10,ADD,6326,16384,4096,11474,9356,5,567
prefill,0,norm-10,RMS_NORM,8115,16384,4096,18953,22342,1,344
prefill,0,ffn_norm-10,MUL,6863,16384,4096,12960,9268,45,375
prefill,0,ffn_gate-10,MUL_MAT,363605,65536,16384,1495500,3341442,27738,75001
prefill,0,ffn_up-10,MUL_MAT,358840,65536,16384,1500747,3340006,28037,75071
prefill,0,ffn_swiglu-10,GLU,15590,65536,16384,49770,22117,104,1862
prefill,0,ffn_out-10,MUL_MAT,370766,16384,4096,1563480,3417001,28096,78786
prefill,0,l_out-10,ADD,7100,16384,4096,13362,9352,27,524
prefill,0,norm-11,RMS_NORM,8028,16384,4096,18512,22289,21,360
prefill,0,attn_norm-11,MUL,6511,16384,4096,12520,9283,102,385
prefill,0,Qcur-11,MUL_MAT,92615,16384,4096,366428,863957,6779,19188
prefill,0,Qcur-11 (reshaped),RESHAPE,4063,16384,4096,2333,2683,13,110
prefill,0,Qcur-11,ROPE,6719,16384,4096,13212,14146,19,333
prefill,0,Vcur-11,MUL_MAT,30096,4096,1024,107332,245394,1900,3383
prefill,0,Vcur-11,RESHAPE,3899,4096,1024,1926,2675,0,106
prefill,0,Kcur-11,MUL_MAT,29574,4096,1024,107832,245578,1845,3396
prefill,0,Kcur-11 (reshaped),RESHAPE,3819,4096,1024,1725,2691,0,97
prefill,0,Kcur-11,ROPE,6135,4096,1024,10296,12168,0,235
prefill,0,Kcur-11 (view),VIEW,4090,4096,1024,1734,2691,0,41
prefill,0,cache_k_l11 (view),SET_ROWS,4308,134217728,67108864,3534,3449,41,121
prefill,0,Vcur-11 (view),VIEW,3807,4096,1024,1628,2671,0,30
prefill,0,cache_v_l11 (view),SET_ROWS,4209,134217728,67108864,3454,3568,44,144
prefill,0,Qcur-11 (view),VIEW,3825,16384,4096,1682,2731,6,32
prefill,0,Qcur-11 (view) (permuted),PERMUTE,3747,16384,4096,1488,2735,2,20
prefill,0,cache_k_l11 (view),VIEW,3766,262144,131072,1585,2700,0,23
prefill,0,cache_k_l11 (view) (permuted),PERMUTE,3797,262144,131072,1517,2671,0,23
prefill,0,cache_v_l11 (view),VIEW,3787,262144,131072,1668,2855,0,23
prefill,0,cache_v_l11 (view) (permuted),PERMUTE,3787,262144,131072,1565,2765,0,22
prefill,0,__fattn__-11,FLASH_ATTN_EXT,20465,16384,4096,70004,139188,61,1395
prefill,0,kqv_out-11,RESHAPE,6329,16384,4096,12182,2688,0,92
prefill,0,attn_out-11,MUL_MAT,94273,16384,4096,389044,865543,6713,19267
prefill,0,ffn_inp-11,ADD,6951,16384,4096,12566,9359,14,592
prefill,0,norm-11,RMS_NORM,8075,16384,4096,19318,22384,1,351
prefill,0,ffn_norm-11,MUL,6334,16384,4096,12249,9297,150,359
prefill,0,ffn_gate-11,MUL_MAT,366610,65536,16384,1533767,3340717,27437,74953
prefill,0,ffn_up-11,MUL_MAT,434738,65536,16384,1144410,2513462,20677,56421
prefill,0,ffn_swiglu-11,GLU,16222,65536,16384,50791,22025,141,1878
prefill,0,ffn_out-11,MUL_MAT,361784,16384,4096,1534635,3415090,28436,78482
prefill,0,l_out-11,ADD,7205,16384,4096,13270,9352,43,530
prefill,0,norm-12,RMS_NORM,8033,16384,4096,17931,22296,8,270
prefill,0,attn_norm-12,MUL,6675,16384,4096,13056,9254,84,345
prefill,0,Qcur-12,MUL_MAT,91301,16384,4096,361618,864280,6790,19138
prefill,0,Qcur-12 (reshaped),RESHAPE,4001,16384,4096,2171,2670,27,113
prefill,0,Qcur-12,ROPE,6770,16384,4096,13318,14187,10,344
prefill,0,Vcur-12,MUL_MAT,38983,4096,1024,147245,275267,3089,4534
prefill,0,Vcur-12,RESHAPE,3983,4096,1024,2072,2680,0,107
prefill,0,Kcur-12,MUL_MAT,35563,4096,1024,129648,246094,1399,4203
prefill,0,Kcur-12 (reshaped),RESHAPE,4946,4096,1024,2995,2684,17,129
prefill,0,Kcur-12,ROPE,6393,4096,1024,11463,12215,8,259
prefill,0,Kcur-12 (view),VIEW,3850,4096,1024,1745,2686,0,53
prefill,0,cache_k_l12 (view),SET_ROWS,4337,134217728,67108864,3945,3434,36,135
prefill,0,Vcur-12 (view),VIEW,3794,4096,1024,1631,2671,0,25
prefill,0,cache_v_l12 (view),SET_ROWS,4273,134217728,67108864,3566,3582,47,154
prefill,0,Qcur-12 (view),VIEW,3779,16384,4096,1630,2731,0,28
prefill,0,Qcur-12 (view) (permuted),PERMUTE,3758,16384,4096,1547,2711,0,21
prefill,0,cache_k_l12 (view),VIEW,3819,262144,131072,1576,2755,1,20
prefill,0,cache_k_l12 (view) (permuted),PERMUTE,3764,262144,131072,1545,2685,0,19
prefill,0,cache_v_l12 (view),VIEW,3759,262144,131072,1598,2841,3,21
prefill,0,cache_v_l12 (view) (permuted),PERMUTE,3803,262144,131072,1649,2754,0,18
prefill,0,__fattn__-12,FLASH_ATTN_EXT,20708,16384,4096,70727,139070,119,1402
prefill,0,kqv_out-12,RESHAPE,3849,16384,4096,1787,2675,0,93
prefill,0,attn_out-12,MUL_MAT,94048,16384,4096,378490,864811,6678,19210
prefill,0,ffn_inp-12,ADD,6614,16384,4096,11300,9359,32,561
prefill,0,norm-12,RMS_NORM,12638,16384,4096,22527,22339,13,439
prefill,0,ffn_norm-12,MUL,6553,16384,4096,11266,9252,70,403
prefill,0,ffn_gate-12,MUL_MAT,429342,65536,16384,1787573,4163151,32484,93614
prefill,0,ffn_up-12,MUL_MAT,394725,65536,16384,1672959,3345248,26227,75080
prefill,0,ffn_swiglu-12,GLU,16195,65536,16384,49583,22077,114,1868
prefill,0,ffn_out-12,MUL_MAT,452956,16384,4096,1786902,3852072,45306,117221
prefill,0,l_out-12,ADD,8556,16384,4096,16408,9425,29,516
prefill,0,norm-13,RMS_NORM,8269,16384,4096,19054,22318,27,339
prefill,0,attn_norm-13,MUL,6302,16384,4096,11515,9287,109,372
prefill,0,Qcur-13,MUL_MAT,92840,16384,4096,351493,863961,6652,19207
prefill,0,Qcur-13 (reshaped),RESHAPE,4177,16384,4096,2012,2725,9,106
prefill,0,Qcur-13,ROPE,7150,16384,4096,13189,14144,15,349
prefill,0,Vcur-13,MUL_MAT,31079,4096,1024,108851,245620,1803,3406
prefill,0,Vcur-13,RESHAPE,4156,4096,1024,2049,2669,0,113
prefill,0,Kcur-13,MUL_MAT,30483,4096,1024,106058,245599,1679,3378
prefill,0,Kcur-13 (reshaped),RESHAPE,4079,4096,1024,1860,2677,0,101
prefill,0,Kcur-13,ROPE,6420,4096,1024,10630,12250,12,235
prefill,0,Kcur-13 (view),VIEW,4043,4096,1024,1812,2691,3,42
prefill,0,cache_k_l13 (view),SET_ROWS,4497,134217728,67108864,3591,3434,44,137
prefill,0,Vcur-13 (view),VIEW,4077,4096,1024,1742,2502,0,35
prefill,0,cache_v_l13 (view),SET_ROWS,4470,134217728,67108864,3525,3568,40,145
prefill,0,Qcur-13 (view),VIEW,3980,16384,4096,1573,2731,0,26
prefill,0,Qcur-13 (view) (permuted),PERMUTE,3960,16384,4096,1537,2711,0,22
prefill,0,cache_k_l13 (view),VIEW,3968,262144,131072,1603,2705,0,20
prefill,0,cache_k_l13 (view) (permuted),PERMUTE,3977,262144,131072,1554,2674,0,19
prefill,0,cache_v_l13 (view),VIEW,4001,262144,131072,1641,2846,1,23
prefill,0,cache_v_l13 (view) (permuted),PERMUTE,3973,262144,131072,1658,2755,0,18
prefill,0,__fattn__-13,FLASH_ATTN_EXT,21701,16384,4096,70527,139076,66,1400
prefill,0,kqv_out-13,RESHAPE,4030,16384,4096,1778,2671,1,88
prefill,0,attn_out-13,MUL_MAT,101926,16384,4096,396550,866721,6603,19375
prefill,0,ffn_inp-13,ADD,6511,16384,4096,12037,9365,24,556
prefill,0,norm-13,RMS_NORM,8188,16384,4096,19057,22335,7,353
prefill,0,ffn_norm-13,MUL,6748,16384,4096,12699,9261,81,361
prefill,0,ffn_gate-13,MUL_MAT,411426,65536,16384,1694134,3349736,27353,75013
prefill,0,ffn_up-13,MUL_MAT,362026,65536,16384,1502327,3339837,28519,75044
prefill,0,ffn_swiglu-13,GLU,15590,65536,16384,49532,22112,104,1868
prefill,0,ffn_out-13,MUL_MAT,374019,16384,4096,1586609,3417519,28320,78549
prefill,0,l_out-13,ADD,6803,16384,4096,11640,9313,14,529
prefill,0,norm-14,RMS_NORM,8120,16384,4096,17794,22324,7,277
prefill,0,attn_norm-14,MUL,6372,16384,4096,11452,9276,99,356
prefill,0,Qcur-14,MUL_MAT,106138,16384,4096,400994,865808,6577,19178
prefill,0,Qcur-14 (reshaped),RESHAPE,4100,16384,4096,2440,2681,12,107
prefill,0,Qcur-14,ROPE,7070,16384,4096,13783,14128,22,352
prefill,0,Vcur-14,MUL_MAT,29805,4096,1024,108460,245531,1831,3416
prefill,0,Vcur-14,RESHAPE,3906,4096,1024,1958,2670,0,111
prefill,0,Kcur-14,MUL_MAT,29486,4096,1024,108021,245659,1687,3370
prefill,0,Kcur-14 (reshaped),RESHAPE,3874,4096,1024,1808,2691,3,112
prefill,0,Kcur-14,ROPE,6301,4096,1024,11017,12182,19,227
prefill,0,Kcur-14 (view),VIEW,3861,4096,1024,1851,2686,0,48
prefill,0,cache_k_l14 (view),SET_ROWS,4245,134217728,67108864,3460,3443,29,132
prefill,0,Vcur-14 (view),VIEW,3843,4096,1024,1696,2680,2,29
prefill,0,cache_v_l14 (view),SET_ROWS,4492,134217728,67108864,3440,3568,36,135
prefill,0,Qcur-14 (view),VIEW,3904,16384,4096,2019,2731,8,25
prefill,0,Qcur-14 (view) (permuted),PERMUTE,3751,16384,4096,1529,2720,0,20
prefill,0,cache_k_l14 (view),VIEW,3804,262144,131072,1606,2705,2,22
prefill,0,cache_k_l14 (view) (permuted),PERMUTE,4022,262144,131072,1546,2671,0,15
prefill,0,cache_v_l14 (view),VIEW,3823,262144,131072,1608,2672,1,26
prefill,0,cache_v_l14 (view) (permuted),PERMUTE,4060,262144,131072,1640,2751,0,15
prefill,0,__fattn__-14,FLASH_ATTN_EXT,20880,16384,4096,72330,139254,57,1383
prefill,0,kqv_out-14,RESHAPE,3795,16384,4096,1678,2666,0,94
prefill,0,attn_out-14,MUL_MAT,94570,16384,4096,381143,865296,6802,19226
prefill,0,ffn_inp-14,ADD,6850,16384,4096,12692,9302,17,548
prefill,0,norm-14,RMS_NORM,8060,16384,4096,18633,22307,1,346
prefill,0,ffn_norm-14,MUL,6546,16384,4096,11303,9211,85,383
prefill,0,ffn_gate-14,MUL_MAT,367741,65536,16384,1501870,3340473,27643,74993
prefill,0,ffn_up-14,MUL_MAT,365334,65536,16384,1473268,3339774,27815,75089
prefill,0,ffn_swiglu-14,GLU,15750,65536,16384,49360,22106,95,1853
prefill,0,ffn_out-14,MUL_MAT,366329,16384,4096,1549960,3416724,27931,78634
prefill,0,l_out-14,ADD,9842,16384,4096,16446,9323,48,596
prefill,0,norm-15,RMS_NORM,8026,16384,4096,18136,22320,11,375
prefill,0,attn_norm-15,MUL,6406,16384,4096,10713,9275,137,383
prefill,0,Qcur-15,MUL_MAT,93336,16384,4096,361454,863996,6605,19155
prefill,0,Qcur-15 (reshaped),RESHAPE,4112,16384,4096,2058,2497,4,109
prefill,0,Qcur-15,ROPE,7029,16384,4096,13370,14094,12,343
prefill,0,Vcur-15,MUL_MAT,38070,4096,1024,140419,275187,3176,4578
prefill,0,Vcur-15,RESHAPE,4020,4096,1024,1935,2636,0,110
prefill,0,Kcur-15,MUL_MAT,32538,4096,1024,116536,246012,1848,3373
prefill,0,Kcur-15 (reshaped),RESHAPE,4419,4096,1024,3691,2684,5,112
prefill,0,Kcur-15,ROPE,6390,4096,1024,10496,12211,0,227
prefill,0,Kcur-15 (view),VIEW,3914,4096,1024,1701,2681,0,44
prefill,0,cache_k_l15 (view),SET_ROWS,4672,134217728,67108864,4780,3434,45,123
prefill,0,Vcur-15 (view),VIEW,3911,4096,1024,1634,2676,2,32
prefill,0,cache_v_l15 (view),SET_ROWS,4358,134217728,67108864,3511,3568,41,143
prefill,0,Qcur-15 (view),VIEW,4286,16384,4096,1554,2562,0,26
prefill,0,Qcur-15 (view) (permuted),PERMUTE,3761,16384,4096,1563,2715,4,19
prefill,0,cache_k_l15 (view),VIEW,3807,262144,131072,1582,2691,0,20
prefill,0,cache_k_l15 (view) (permuted),PERMUTE,3761,262144,131072,1579,2671,4,18
prefill,0,cache_v_l15 (view),VIEW,3751,262144,131072,1578,2844,0,28
prefill,0,cache_v_l15 (view) (permuted),PERMUTE,3784,262144,131072,1617,2751,4,18
prefill,0,__fattn__-15,FLASH_ATTN_EXT,20834,16384,4096,71237,139162,91,1413
prefill,0,kqv_out-15,RESHAPE,4138,16384,4096,1977,2691,3,125
prefill,0,attn_out-15,MUL_MAT,97852,16384,4096,394882,866603,6528,19277
prefill,0,node_490,GET_ROWS,4583,8192,2048,4790,4247,47,385
prefill,0,node_491,GET_ROWS,4209,8192,2048,3325,4270,11,333
prefill,0,ffn_inp-15,ADD,5803,8192,2048,9251,9587,5,357
prefill,0,norm-15,RMS_NORM,8260,8192,2048,18650,22317,112,361
prefill,0,ffn_norm-15,MUL,6996,8192,2048,12106,9220,164,389
prefill,0,ffn_gate-15,MUL_MAT,293121,32768,8192,1156483,2100859,32379,47033
prefill,0,ffn_up-15,MUL_MAT,283243,32768,8192,1117167,1695527,26295,37815
prefill,0,ffn_swiglu-15,GLU,19101,32768,8192,28648,22145,263,1350
prefill,0,ffn_out-15,MUL_MAT,352515,8192,2048,1473447,1927851,46394,56543
prefill,0,l_out-15,ADD,7077,8192,2048,13264,9469,18,515
prefill,0,norm,RMS_NORM,8088,8192,2048,17367,22257,4,219
prefill,0,result_norm,MUL,6816,8192,2048,12835,9236,150,324
prefill,0,result_output,MUL_MAT,5156053,513024,128256,21685676,31398745,735669,877866
sampling,1,n/a,n/a,311570,0,0,0,0,0,0
decode,1,embd,GET_ROWS,13038,8192,2048,19308,37502,128,280
decode,1,norm-0,RMS_NORM,8649,8192,2048,19315,21409,124,368
decode,1,attn_norm-0,MUL,6550,8192,2048,10390,8368,135,372
decode,1,Qcur-0,MUL_MAT,73819,8192,2048,300064,451259,6851,9830
decode,1,Qcur-0 (reshaped),RESHAPE,3917,8192,2048,2009,1998,3,81
decode,1,Qcur-0,ROPE,6632,8192,2048,13429,10223,38,289
decode,1,Vcur-0,MUL_MAT,30565,2048,512,115690,140120,2969,3798
decode,1,Vcur-0,RESHAPE,4021,2048,512,2737,1829,1,78
decode,1,Kcur-0,MUL_MAT,23985,2048,512,86163,141057,1780,2831
decode,1,Kcur-0 (reshaped),RESHAPE,3744,2048,512,1717,1998,2,87
decode,1,Kcur-0,ROPE,5725,2048,512,9761,9287,11,209
decode,1,Kcur-0 (view),VIEW,3641,2048,512,1425,1998,0,38
decode,1,cache_k_l0 (view),SET_ROWS,4488,134217728,67108864,4852,2501,53,74
decode,1,Vcur-0 (view),VIEW,3653,2048,512,1286,2052,1,20
decode,1,cache_v_l0 (view),SET_ROWS,4201,134217728,67108864,3790,2501,34,79
decode,1,Qcur-0 (view),VIEW,3610,8192,2048,1331,2012,2,27
decode,1,Qcur-0 (view) (permuted),PERMUTE,3613,8192,2048,1206,1829,0,18
decode,1,cache_k_l0 (view),VIEW,3637,262144,131072,1211,1829,2,16
decode,1,cache_k_l0 (view) (permuted),PERMUTE,3582,262144,131072,1197,2007,0,18
decode,1,cache_v_l0 (view),VIEW,3617,262144,131072,1205,2012,0,13
decode,1,cache_v_l0 (view) (permuted),PERMUTE,3594,262144,131072,1214,2003,0,19
decode,1, (copy),CPY,6658,512,256,12661,7408,83,178
decode,1,__fattn__-0,FLASH_ATTN_EXT,18098,8192,2048,62178,88086,219,1123
decode,1,kqv_out-0,RESHAPE,3653,8192,2048,1451,2007,0,78
decode,1,attn_out-0,MUL_MAT,73240,8192,2048,298185,451184,6882,9846
decode,1,ffn_inp-0,ADD,6381,8192,2048,11546,8423,23,551
decode,1,norm-0,RMS_NORM,7745,8192,2048,16537,21384,3,319
decode,1,ffn_norm-0,MUL,6252,8192,2048,10593,8389,156,362
decode,1,ffn_gate-0,MUL_MAT,261949,32768,8192,1067846,1690946,27445,37658
decode,1,ffn_up-0,MUL_MAT,252390,32768,8192,1061419,1690319,27073,37771
decode,1,ffn_swiglu-0,GLU,10137,32768,8192,22806,21215,418,1846
decode,1,ffn_out-0,MUL_MAT,341555,8192,2048,1446334,1929597,47004,56671
decode,1,l_out-0,ADD,7123,8192,2048,12559,8420,29,525
decode,1,norm-1,RMS_NORM,8146,8192,2048,17400,21406,15,346
decode,1,attn_norm-1,MUL,6296,8192,2048,10041,8389,135,359
decode,1,Qcur-1,MUL_MAT,68818,8192,2048,277327,451321,6967,9822
decode,1,Qcur-1 (reshaped),RESHAPE,4228,8192,2048,3420,1829,5,84
decode,1,Qcur-1,ROPE,6553,8192,2048,12570,10228,21,280
decode,1,Vcur-1,MUL_MAT,27807,2048,512,104017,140322,2998,3771
decode,1,Vcur-1,RESHAPE,3696,2048,512,1573,2019,0,78
decode,1,Kcur-1,MUL_MAT,23530,2048,512,84984,141099,1752,2847
decode,1,Kcur-1 (reshaped),RESHAPE,3794,2048,512,2019,2023,4,96
decode,1,Kcur-1,ROPE,5883,2048,512,9706,9301,6,205
decode,1,Kcur-1 (view),VIEW,3681,2048,512,1420,1998,0,34
decode,1,cache_k_l1 (view),SET_ROWS,4010,134217728,67108864,2896,2484,34,80
decode,1,Vcur-1 (view),VIEW,3636,2048,512,1285,2022,0,15
decode,1,cache_v_l1 (view),SET_ROWS,3972,134217728,67108864,2716,2501,36,75
decode,1,Qcur-1 (view),VIEW,3604,8192,2048,1289,1880,0,21
decode,1,Qcur-1 (view) (permuted),PERMUTE,3607,8192,2048,1221,1998,4,17
decode,1,cache_k_l1 (view),VIEW,4051,262144,131072,1666,1998,3,83
decode,1,cache_k_l1 (view) (permuted),PERMUTE,7636,262144,131072,2754,2047,1,75
decode,1,cache_v_l1 (view),VIEW,5536,262144,131072,3300,1998,1,58
decode,1,cache_v_l1 (view) (permuted),PERMUTE,4977,262144,131072,1968,2062,0,37
decode,1,__fattn__-1,FLASH_ATTN_EXT,19453,8192,2048,63003,99475,109,1311
decode,1,kqv_out-1,RESHAPE,3795,8192,2048,2019,1998,2,85
decode,1,attn_out-1,MUL_MAT,73084,8192,2048,297532,452062,6862,9866
decode,1,ffn_inp-1,ADD,6299,8192,2048,11179,8437,4,545
decode,1,norm-1,RMS_NORM,7690,8192,2048,17188,21447,3,331
decode,1,ffn_norm-1,MUL,5944,8192,2048,9506,8377,144,340
decode,1,ffn_gate-1,MUL_MAT,256447,32768,8192,1028808,1688096,26598,37626
decode,1,ffn_up-1,MUL_MAT,243190,32768,8192,973947,1688056,26951,37775
decode,1,ffn_swiglu-1,GLU,9623,32768,8192,21915,21259,208,1838
decode,1,ffn_out-1,MUL_MAT,345968,8192,2048,1443340,1927260,45417,56570
decode,1,l_out-1,ADD,14939,8192,2048,17868,8463,22,625
decode,1,norm-2,RMS_NORM,8648,8192,2048,17278,21368,2,391
decode,1,attn_norm-2,MUL,6131,8192,2048,9684,8389,136,333
decode,1,Qcur-2,MUL_MAT,76508,8192,2048,312611,452611,6985,9776
decode,1,Qcur-2 (reshaped),RESHAPE,3761,8192,2048,1890,1998,9,90
decode,1,Qcur-2,ROPE,6678,8192,2048,13690,10226,15,285
decode,1,Vcur-2,MUL_MAT,25975,2048,512,95769,141649,1822,2848
decode,1,Vcur-2,RESHAPE,3697,2048,512,1451,1829,0,89
decode,1,Kcur-2,MUL_MAT,24845,2048,512,90609,141323,1773,2826
decode,1,Kcur-2 (reshaped),RESHAPE,3693,2048,512,1576,1998,0,93
decode,1,Kcur-2,ROPE,5916,2048,512,10001,9266,5,222
decode,1,Kcur-2 (view),VIEW,3669,2048,512,1537,1907,0,38
decode,1,cache_k_l2 (view),SET_ROWS,4032,134217728,67108864,3026,2501,36,76
decode,1,Vcur-2 (view),VIEW,3653,2048,512,1321,1998,0,21
decode,1,cache_v_l2 (view),SET_ROWS,3946,134217728,67108864,2744,2501,35,80
decode,1,Qcur-2 (view),VIEW,3572,8192,2048,1231,2002,0,25
decode,1,Qcur-2 (view) (permuted),PERMUTE,3580,8192,2048,1229,2002,0,16
decode,1,cache_k_l2 (view),VIEW,3581,262144,131072,1223,2007,0,18
decode,1,cache_k_l2 (view) (permuted),PERMUTE,3576,262144,131072,1233,2007,0,17
decode,1,cache_v_l2 (view),VIEW,3577,262144,131072,1219,1998,0,12
decode,1,cache_v_l2 (view) (permuted),PERMUTE,3822,262144,131072,1541,2007,8,19
decode,1,__fattn__-2,FLASH_ATTN_EXT,17810,8192,2048,61422,99502,92,1201
decode,1,kqv_out-2,RESHAPE,3682,8192,2048,1540,2012,0,77
decode,1,attn_out-2,MUL_MAT,78614,8192,2048,320767,553750,8337,12207
decode,1,ffn_inp-2,ADD,5905,8192,2048,9041,8412,14,522
decode,1,norm-2,RMS_NORM,7528,8192,2048,16197,21431,3,312
decode,1,ffn_norm-2,MUL,5955,8192,2048,9439,8375,141,339
decode,1,ffn_gate-2,MUL_MAT,305716,32768,8192,1238832,1695616,26670,37737
decode,1,ffn_up-2,MUL_MAT,285940,32768,8192,1177133,1695035,27070,37799
decode,1,ffn_swiglu-2,GLU,9719,32768,8192,21725,21234,170,1840
decode,1,ffn_out-2,MUL_MAT,311657,8192,2048,1289736,1780713,26685,39814
decode,1,l_out-2,ADD,6937,8192,2048,10798,8398,15,523
decode,1,norm-3,RMS_NORM,7628,8192,2048,17080,21434,25,343
decode,1,attn_norm-3,MUL,6395,8192,2048,11541,8382,158,363
decode,1,Qcur-3,MUL_MAT,78727,8192,2048,321581,452309,7043,9790
decode,1,Qcur-3 (reshaped),RESHAPE,3803,8192,2048,1692,1998,4,90
decode,1,Qcur-3,ROPE,6816,8192,2048,14111,10331,9,282
decode,1,Vcur-3,MUL_MAT,25997,2048,512,95623,141652,1831,2831
decode,1,Vcur-3,RESHAPE,3691,2048,512,1535,1995,1,83
decode,1,Kcur-3,MUL_MAT,25055,2048,512,90960,141450,1778,2848
decode,1,Kcur-3 (reshaped),RESHAPE,3632,2048,512,1416,2012,0,78
decode,1,Kcur-3,ROPE,5881,2048,512,10365,9347,1,210
decode,1,Kcur-3 (view),VIEW,3656,2048,512,1342,2022,2,40
decode,1,cache_k_l3 (view),SET_ROWS,3996,134217728,67108864,2874,2506,35,73
decode,1,Vcur-3 (view),VIEW,3588,2048,512,1226,1998,0,18
decode,1,cache_v_l3 (view),SET_ROWS,3994,134217728,67108864,2871,2501,37,81
decode,1,Qcur-3 (view),VIEW,3589,8192,2048,1240,2001,0,22
decode,1,Qcur-3 (view) (permuted),PERMUTE,3607,8192,2048,1232,1998,0,16
decode,1,cache_k_l3 (view),VIEW,3615,262144,131072,1218,1998,0,13
decode,1,cache_k_l3 (view) (permuted),PERMUTE,3595,262144,131072,1220,1998,0,15
decode,1,cache_v_l3 (view),VIEW,4128,262144,131072,1576,2023,0,89
decode,1,cache_v_l3 (view) (permuted),PERMUTE,3582,262144,131072,1233,2062,0,19
decode,1,__fattn__-3,FLASH_ATTN_EXT,21067,8192,2048,75078,100034,102,1243
decode,1,kqv_out-3,RESHAPE,3730,8192,2048,1860,1998,14,83
decode,1,attn_out-3,MUL_MAT,76448,8192,2048,311455,553756,8361,12221
decode,1,ffn_inp-3,ADD,6345,8192,2048,11074,8444,11,531
decode,1,norm-3,RMS_NORM,7615,8192,2048,16790,21413,4,341
decode,1,ffn_norm-3,MUL,6112,8192,2048,9632,8350,143,341
decode,1,ffn_gate-3,MUL_MAT,281481,32768,8192,1190351,1695129,26670,37703
decode,1,ffn_up-3,MUL_MAT,304990,32768,8192,1247906,1696718,27016,37877
decode,1,ffn_swiglu-3,GLU,9123,32768,8192,19043,21186,145,1844
decode,1,ffn_out-3,MUL_MAT,301690,8192,2048,1263669,1780110,27125,39376
decode,1,l_out-3,ADD,6819,8192,2048,11913,8492,26,514
decode,1,norm-4,RMS_NORM,7637,8192,2048,16514,21413,10,241
decode,1,attn_norm-4,MUL,6552,8192,2048,10787,8382,151,332
decode,1,Qcur-4,MUL_MAT,89185,8192,2048,366623,453479,6890,9770
decode,1,Qcur-4 (reshaped),RESHAPE,3774,8192,2048,1802,2001,4,89
decode,1,Qcur-4,ROPE,6522,8192,2048,12787,10289,13,268
decode,1,Vcur-4,MUL_MAT,37775,2048,512,146935,141549,2967,3805
decode,1,Vcur-4,RESHAPE,3673,2048,512,1593,2002,0,78
decode,1,Kcur-4,MUL_MAT,28173,2048,512,105256,141874,1834,2836
decode,1,Kcur-4 (reshaped),RESHAPE,3623,2048,512,1448,2023,0,91
decode,1,Kcur-4,ROPE,6031,2048,512,10909,9340,3,211
decode,1,Kcur-4 (view),VIEW,3649,2048,512,1420,2012,0,41
decode,1,cache_k_l4 (view),SET_ROWS,4252,134217728,67108864,3954,2501,31,73
decode,1,Vcur-4 (view),VIEW,3661,2048,512,1227,1829,2,17
decode,1,cache_v_l4 (view),SET_ROWS,3977,134217728,67108864,2838,2501,46,78
decode,1,Qcur-4 (view),VIEW,3645,8192,2048,1483,2007,9,19
decode,1,Qcur-4 (view) (permuted),PERMUTE,3564,8192,2048,1232,1998,1,14
decode,1,cache_k_l4 (view),VIEW,3598,262144,131072,1232,2012,0,11
decode,1,cache_k_l4 (view) (permuted),PERMUTE,3576,262144,131072,1246,2003,0,15
decode,1,cache_v_l4 (view),VIEW,3584,262144,131072,1228,2012,0,13
decode,1,cache_v_l4 (view) (permuted),PERMUTE,3575,262144,131072,1241,1998,5,22
decode,1,__fattn__-4,FLASH_ATTN_EXT,13836,8192,2048,44350,64792,136,924
decode,1,kqv_out-4,RESHAPE,3695,8192,2048,1693,2003,0,77
decode,1,attn_out-4,MUL_MAT,77475,8192,2048,315343,553624,8272,12190
decode,1,ffn_inp-4,ADD,5954,8192,2048,9609,8478,13,517
decode,1,norm-4,RMS_NORM,7611,8192,2048,16777,21407,3,333
decode,1,ffn_norm-4,MUL,6036,8192,2048,9941,8375,156,354
